politician	destroy	-1.6977390686563858
piercing	sharp	2.5354936583499894
pretzel	salty	x
spider	insect	4.748153298385883
pleasant	enjoyable	3.8722431413293616
coffee	cafe	3.9012392796972257
music	invention	-0.199075138510885
arrogant	money	0.5142084335234854
song	note	-0.6527048762032438
foreground	landscape	2.7190088477223973
criminal	deviate	x
nauseating	medicine	x
fervid	dispassionate	x
president	tyrannical	x
ephemeral	fleeting	5.211465714681401
philander	donate	x
gun	bolster	x
anomalous	irregularity	x
bird	fledgling	1.3067832093829916
innocuous	dangerous	2.1509735001739982
halo	messiah	x
peasant	serf	6.784124678165807
scapegoat	blameworthy	x
pavilion	promenade	3.6648365722697007
envy	sin	3.0324875561933635
alabaster	white	1.7276416702512756
grandeur	admire	x
senator	dissentious	x
disparate	distinct	2.3818175120539458
wheelchair	paraplegic	5.709991815455449
impenetrable	defense	3.0572681570927913
subliminal	secret	x
brutalize	bully	x
filthy	lucre	x
sunscreen	radiation	4.3327476838475
record	tarnished	1.3143004494536137
tangible	corporeal	x
alcoholic	tavern	x
turncoat	clothing	x
preventable	foreseeable	x
television	screen	1.4998138614370682
bomb	detonated	6.881938539555535
prodigal	sons	x
talent	prodigy	1.0173042561575203
jewelry	ostentatious	x
hypothesize	prove	x
pleasing	breathtaking	3.0313595479713698
crochet	knitting	8.756025291460443
priest	synagogue	0.5125408860628226
cheese	grate	x
bleach	white	2.3997644855358704
raindrop	torrent	x
aquatic	water	2.4330363587483883
magnanimous	generous	6.125333409486336
Satanism	prophet	x
dire	pressing	2.9038464076935053
ignorant	belief	1.6812756441141068
denouement	plot	3.460661783484458
antique	appraisal	x
canoe	rapid	-0.580393927785689
piano	Italian	-0.3055071583780857
unintelligible	illegible	x
hardwood	floor	3.9177298684973656
importance	instrumental	-0.24851945701949235
insulate	warm	3.077362987636448
implicate	involve	x
maligned	beneficent	x
anomaly	explicable	x
admirable	hero	1.3300863498920044
lemonade	glass	3.12107282165179
unadorned	austere	x
teetotaler	imbibe	x
nightmare	dream	4.452934242465156
allegory	recant	x
spineless	timorous	x
reluctance	hesitation	2.153539422928174
fundamentalist	religion	2.013601917566731
anarchism	government	0.6697059691360226
happy	felicitous	3.8121743590115558
dismay	embolden	x
mend	replaceable	x
child	incorrigible	1.6791135742047685
obesity	fat	4.0707904015972485
revenge	vindictive	x
audacious	bold	3.5763420161226764
oratorio	rhetoric	x
dry	desiccated	4.130888680089858
literary	synopsis	x
excite	pique	x
chef	food	2.9340660510624987
tiger	jungle	3.813342257641807
sweet	rich	2.226372355547928
sweet	flavor	4.7295217292900125
bed	sit	1.6840297854152064
bottle	break	1.34331854197712
radio	sound	0.7057279447919985
long	tall	1.7377204087966052
angry	emotion	0.8340531881082861
upset	late	-0.19590058661153245
strange	weird	4.878248844317709
brave	valiant	6.2236910338369045
bracelet	diamond	3.4693730218547656
weak	fun	-1.3896532757685178
glove	wrist	3.963831625476944
bear	cub	4.713643571091091
table	wooden	0.6822711860332736
tall	intelligence	-2.096186057976769
table	eat	1.5765766907872254
vehicle	transport	1.9153962806765263
dog	cat	5.161212425429575
key	car	-0.3110302397142813
time	fast	0.15271802139544313
tiny	small	1.5363483254738022
farmer	talk	-1.7237254351689644
old	age	-0.3712055912386433
hard	boring	0.4870600009313951
eat	talk	1.8328674537124559
ears	hear	3.943664218632404
tennis	school	0.10241258662931736
tree	run	-1.2805444383236158
fun	good	1.4543709847620296
tulip	flower	5.3608361437094105
leg	chair	2.0682844292526066
perfect	error	1.3769362330364117
pencil	write	2.6485681051786107
conductor	train	2.4246310891146887
right	wrong	3.95278650272487
kid	child	1.249662253994526
buy	sell	4.7373126768628815
cucumber	onion	7.2108531990956966
birds	nest	4.155733329890085
new	expensive	0.1277823825515398
smooth	straight	2.1136538023946816
bag	open	0.7715333060041616
bed	comfortable	1.3856901956579557
mechanic	repair	3.4748494681335216
fake	phony	5.3044794698743765
flute	instrument	4.083429511850257
hat	suit	2.947072331109773
cold	cool	3.3514450455458618
nose	bird	-0.7969707049673516
teacher	good	-0.2086333324603065
smart	tired	x
funny	clever	5.4295677030269776
heavy	power	0.13878533159728842
eraser	write	x
ring	expensive	-0.7482961064737235
rice	hunger	1.4424820282905866
hands	run	-0.665230590560063
phone	touch	2.2597779647941247
thick	thin	4.499117120108083
water	food	1.7544904927980751
crazy	funny	4.1688030761411845
excited	boring	0.8063526073170849
hard	difficulty	0.6217285725515791
dentist	teeth	4.286865906431732
hat	suit	2.947072331109773
cup	drink	2.879570843280708
king	smart	x
broom	sweep	6.263961283282129
toilet	kitchen	4.1647573498556785
window	glass	3.5425111475263487
delicious	tasty	5.89819307287282
steak	good	-0.098911568111286
sweater	knit	6.523156623730088
cake	delicious	1.4443548159006747
sweet	strong	0.9345674260754916
feet	toes	5.2295181295956485
pencil	study	-1.0159850133693389
air	water	2.18706511716202
easy	difficult	2.1507718794347914
strong	confidence	0.36020285478500585
peach	fruit	4.523799473699957
ruler	time	0.6469064637742478
computer	expensive	0.5385829984817246
unhappy	sad	3.633366964036045
old	health	-0.6822818315429074
talented	skilled	3.190074626960185
wheel	bicycle	3.019454025553952
knife	cut	3.525912987576136
cold	warmth	3.235200659642302
glass	window	3.9318976455009036
science	boring	-0.2255501568961376
sweet	tasty	5.5445388811503085
spoon	drink	1.6968493612580515
chair	table	2.8116086756720957
ruler	length	0.9820214058200476
Wednesday	night	1.9532566981306787
math	fun	0.3095017093478009
palace	hut	1.3686885990095332
plain	ordinary	2.359641975116997
rainforest	lush	2.7820228396144366
sin	blessing	2.499221988360584
restored	renewed	1.9119230428168044
fabricate	lie	2.176021347121262
apathetic	knowledge	x
party	politician	-0.11967700382649048
instruct	educate	2.9321985564778412
windshield	car	3.650935920992693
fortune	money	1.5111032382120893
hero	fictional	1.3998876601888737
scrutinize	ignore	x
stamp	currency	2.7981664632438608
inference	consequences	1.7452464847350913
autocratic	democratic	4.7500984391114285
inspirational	reality	-0.7700626162387579
define	prove	0.18414935626103116
summit	mountain	4.545236248240911
grandmother	age	0.4514785792588119
mystery	obvious	x
noteworthy	important	-0.0698334992263665
vine	oranges	2.8127614959462672
opera	song	0.6686956245655556
superficial	genuine	2.4135786461053708
judge	laws	0.5558451910508679
spice	flavor	5.217447821636
purse	expensive	0.2764193523583893
bus	stop	3.075907007037085
excited	cheer	0.8465762885812093
safety	peril	1.8628610014380207
whip	evil	-0.8585248427264494
archive	album	-1.0683558596092415
currency	credit	3.0303699307797416
joke	importance	-1.3027771147075202
funeral	eliminate	x
unkind	hurtful	x
bronze	metal	1.4943728938401661
unhealthy	control	1.3275426079907198
enjoy	entertain	-0.1352536478740921
island	lonesome	x
movie	film	1.9971036849378707
seatbelt	plane	x
depressed	angry	4.423182959912085
flimsy	sturdy	5.298945497700265
problem	solution	3.4808312573979507
boots	sprint	x
beverage	drink	4.160424705600879
rest	relax	1.6492589133695037
rational	proof	2.0172785992675584
meal	dessert	5.022018910164324
wallet	cash	4.120318530397799
upsetting	exciting	x
music	art	1.808789026431808
sermon	religious	1.7124430297069384
vaccination	disease	4.1017544281317635
human	monster	1.6467154328325295
dramatic	tragic	3.3152964869228723
terrified	logic	x
cold	contagious	0.0899769564211243
fight	argument	-0.08883262565614268
friend	companion	3.879003263533945
license	traffic	0.3076126357126951
punctual	late	0.9735639147926464
letter	symbol	2.1758184040746884
toilet	waste	3.3091261970178847
contemporary	modernity	1.0381379580844534
church	pew	4.195372761436542
denounce	embrace	x
career	fulfilling	0.483075072867512
reservation	table	0.8811015778749282
hut	dwelling	4.088221259727056
clothespin	hang	5.33937986919163
classy	mannered	x
shrug	uncertainty	x
spacecraft	rocket	4.376046904474015
moral	judgmental	4.519095111128414
radiation	toxic	2.5646454524735383
suitcase	wheels	3.2794863337172866
impeccable	clean	1.5699472705456023
glitter	shine	5.594221359541249
perfume	scent	5.881164658456032
clock	watch	3.2064365181638657
horrible	monstrous	3.781772285487415
truth	knowledge	2.1380680551158613
human	lungs	0.4354617690866179
powerful	ability	1.3456648057004421
lighthouse	lamp	3.842555301128885
microphone	loud	2.31718965280414
hood	jacket	2.2804463114391207
keyboard	television	-2.3576664836418204
incomprehensible	illegible	x
miser	stingy	x
newspaper	magazine	3.7439005677935295
conquer	liberate	3.3335128483623198
summer	school	0.8002107356159058
understandable	recognition	x
dictatorship	government	1.7591084874421763
doctor	stethoscope	5.13448095665821
veil	conceal	3.9231591280692006
judge	deciduous	x
conventional	novelty	-0.8521518580977389
congregation	churches	2.255104596715834
pathetic	dignity	x
examination	knowledge	1.6855001305104396
quarrelsome	agreeable	x
pain	agony	4.953745767457306
botany	animals	0.7270263441250755
secular	belief	1.3986328433901152
jeopardy	security	x
aromatic	unscented	x
message	inform	1.8255595444026087
heinous	awful	x
bard	talkative	x
profiteer	mercenary	x
separable	divisible	6.005687060502592
jubilation	anniversary	x
whelp	dragon	6.465441217695668
irreproachable	flaws	x
battleship	armada	x
quarantine	isolate	3.8841781666906647
reflection	inversion	3.654242916282988
lament	testimony	x
rivalry	amicable	3.8384886846994912
procedure	method	2.2965165789545674
crime	wrongdoing	2.61439471160528
resilient	persistent	4.385959686178113
principal	tutelage	0.036279872758050336
innuendo	interpretation	x
persnickety	picky	x
patron	support	-0.0189472252413912
degenerate	racist	x
mortgage	insurance	4.160750489745158
harem	concubines	7.529040044360812
compliment	friendship	x
misanthrope	antagonistic	x
mendacious	untrue	x
obstinate	acceptance	x
quixotic	chivalry	x
spinster	unmarried	5.092271504991417
newspaper	perspective	-0.38378701794413866
knowledgeable	informative	x
slur	pejorative	5.235388460084048
formula	milk	2.3812562035442357
pitiless	callous	7.559248021189827
maternal	coddle	x
capricious	impulse	x
diverge	distract	x
almanac	books	0.8949889063034752
tabernacle	sanctuary	5.045355273090529
virtuoso	skilled	2.170000327399356
mallet	strike	4.021226286256631
abject	poverty	3.999389876940908
edible	delicious	4.862698604629966
death	execution	1.7147701698140956
acceleration	quick	1.7058927329677918
didactic	instructive	6.102259008690977
school	seminary	2.4115656065598468
reprimand	insult	5.569765299097743
incorrigible	punishment	3.78602783557129
reputation	notoriety	1.866461412448799
tonic	dissolve	x
sin	evil	3.6633219315182814
magnate	magnanimous	x
analogous	comparable	1.3104930645419417
amiable	indifferent	x
dissertation	degree	2.4321267808716165
apathetic	depressed	5.07303539188317
perpetual	cessation	x
analgesic	painkiller	8.136030267459233
beetle	venomous	x
lampoon	mock	x
satellite	worldly	x
reviled	despised	x
legendary	unbelievable	0.9074481587812712
treason	state	1.2457087405733989
bourgeois	wealth	2.091066813501019
honor	prestige	2.6664564443917667
handshake	discrimination	x
nuance	pattern	x
philanthropist	charity	3.089345097213571
precedent	preside	x
lethargic	slovenly	x
impartiality	bias	3.2504142040421833
transgression	acceptable	x
tenacious	faltering	x
pictograph	symbol	3.7304855958143066
footnote	connotation	x
physician	medicine	3.402731796789851
metaphor	literal	2.8072545058855107
obtuse	intensity	x
homophobia	discrimination	5.239100760391156
braggart	boastful	x
besmirch	slander	x
page	tome	2.7067042228386464
multitude	feast	x
sojourner	destiny	x
meditate	snooze	x
eulogy	kill	x
astrology	religion	2.7361814309851993
dog	energetic	0.9428479913624244
freezer	cook	x
drama	romantic	2.205887998981128
doctor	nurse	4.737762846130198
enraged	angry	2.540424159962641
helicopter	cloud	0.5294019055923652
homeless	shelter	4.297572444877943
food	hunger	2.808378418764633
grass	house	-0.40046727708264496
lettuce	sauce	5.8980886099549785
mother	children	1.7376131201307146
tornado	clouds	2.3678226628340684
nun	silent	1.580742107366125
coffee	tea	5.813790263790512
mop	broom	6.9432646329798855
helicopter	aircraft	2.7783589155534707
metal	trees	-0.3640834226584237
car	truck	3.441094312470569
book	communicate	-1.3595157296718088
tiger	animal	2.704368428320752
day	night	3.267376757751581
teacher	knowledge	0.7120234929629785
polite	rude	4.962361152568414
angry	upset	4.301721003967635
baby	wise	1.0647602987091636
belt	train	-1.2234878087156984
fate	science	-1.6300119617752318
law	perfect	-0.43971375689305137
written	rhyme	2.411186286635848
student	intelligent	-0.1446804885760704
glass	fragile	1.769318397907411
dog	party	-0.5372557661259032
dirt	ingredient	x
calendar	date	2.936082556964489
player	game	1.7492230665790367
travel	fly	0.2517511135814368
wish	dream	0.6859821134074754
page	book	2.6452127435495028
successful	money	-0.2843603667611592
critical	important	0.045534988449036015
vacuum	clean	1.8204394748351067
trick	magic	2.6010749049533763
saint	nun	3.7027829420097915
kitchen	food	2.544587349575207
employee	company	2.5616834838824967
meter	miles	-0.22530197070365698
guilty	wrong	0.4987210268632137
active	technology	0.3561892052040541
watch	observe	1.3108998927211646
pot	pan	4.957250591628377
doctor	patience	0.5609753222679944
telescope	magnify	5.118132703070798
guitar	drums	5.503353354604408
boat	electric	0.2708823569863897
happy	glad	3.6777426435509226
unkind	happy	x
justice	jail	0.9523694641723012
culture	feeling	0.17644442490401238
doubtful	conviction	x
fact	idea	0.8528519975305575
guide	expedition	2.733573969144736
storm	rain	3.413839934741916
postman	job	2.5866042616853515
little	small	0.19503293638736335
ignorance	knowledge	3.2612683626062378
suit	formal	1.1985398808707253
large	huge	0.6474415729598096
yacht	boat	3.9039585692865986
jacket	suit	2.9394675527588343
concert	music	1.864771018755623
jacket	leather	4.0574929054872815
certain	doubt	0.8833254509530708
chair	table	2.8116086756720957
want	need	1.3706489960992618
cashier	hotel	0.219116252438487
famished	hungry	x
lollipop	candy	6.145467539717966
flag	wave	1.1306987864020033
challenged	rivals	1.3956195480153024
destructive	creative	1.9684603998656207
tire	wheels	3.706960830017464
great	good	0.8857414374464264
stem	flower	3.80564365294138
night	dark	1.3782015779509065
motorcycle	wheel	2.4729840460709434
play	cry	-0.4864529983381024
doctor	children	-0.141591863255948
joy	emotion	2.66284409918202
expert	humility	x
temporary	eternal	1.5826776717119322
girl	human	-0.6522564014389969
judge	uphold	2.29987560858593
fancy	elegant	2.8809600567471314
cloud	gray	0.4109726843348988
fortune	money	1.5111032382120893
spicy	powerful	x
clothing	laundromat	1.7169844597870845
hammer	tool	2.9225626379969216
bitter	remorse	x
flag	pole	2.7214814494822663
benefactor	fortune	2.337812356476075
nunnery	convert	x
bloodthirsty	anemia	x
loquacious	talkative	x
daredevil	audacious	x
malleable	unchanging	x
waver	falter	x
catalyst	precipitate	3.4319304971930684
homogenous	similarity	2.9840317391001547
bankruptcy	indebted	1.9744355487407763
floundering	struggling	x
vinaigrette	salad	8.652431657564446
sarcophagus	funeral	3.3599758677028864
forgery	valuable	x
surplus	squander	x
electricity	outlet	1.5601208560807462
buoyancy	light	-0.9180222464034666
duplicity	increase	x
fluctuation	irregular	3.4999477795777967
botanical	flowery	x
couch	lethargy	x
lacteal	milk	x
reticent	talkative	x
legalize	filibuster	x
questionable	interrogation	x
chauffeur	travel	1.069074432649155
saint	benevolent	0.8186736870271519
dubious	suspicious	1.2678272670732011
drug	stimulant	5.10303009733593
bigamist	wives	5.577072597598221
altruistic	egoistic	8.491678968141612
roof	edifice	1.7763041583187955
scientist	discovered	2.4624238632916176
acrobatic	flexibility	1.7786376856074886
victim	assailant	4.424740658198897
socialism	destructive	x
desiccate	dehydrate	x
offensive	stereotypical	2.3501513669287526
incredulity	faith	3.4030294472349225
ambulance	paramedic	6.801506768380357
newspaper	edit	0.70010842232392
faith	blind	1.0522730264239102
accordion	polka	4.989928560143659
political	democracy	2.455718940104959
mellifluous	smooth	4.539457632062455
blitheness	funeral	x
bleak	desolate	6.839799010421772
feminine	hormones	2.35354336839834
album	photograph	1.4262930131093006
negotiation	bazaar	x
businessman	perspicacious	x
tree	arboreal	3.4115021847153786
plausible	impossible	1.831848966245624
cooperative	rival	-0.023668081511812173
worth	priceless	2.50662689001227
reject	commonplace	x
horrify	concern	x
experienced	inchoate	x
mosaic	ruined	0.24028615570490394
generous	pedant	x
television	screen	1.4998138614370682
conscious	asleep	0.2316421473327017
sycophant	dominate	x
stocking	skirt	x
pedant	walk	x
frightened	petrified	3.8593433620828472
rebuttal	debate	1.5252990209466284
ballerina	nutrition	x
vegetarianism	food	2.060912251434769
improbable	impossible	4.5857450007960185
defend	barricade	2.4967804468179646
sell	profitable	1.9865001172716592
skewer	poignant	x
anemia	iron	4.263954873565812
retract	revocable	x
loquacious	babbling	x
denizen	denomination	x
dismal	lugubrious	x
parsimonious	spendthrift	x
search	discover	2.220682155495568
machine	snow	0.0663183444530715
chair	table	2.8116086756720957
obsessed	interested	0.6260139373649114
fast	time	0.5717968666597417
bag	buy	0.023603561521383827
book	read	2.343801475996138
tree	forest	2.5192393009359373
small	loud	0.951392212009152
hot	ice	1.241500292366641
wise	smart	2.2851550277648367
hot	warm	3.2712851567228762
new	old	1.4228410681919916
sock	hand	2.2205276208101155
strong	hard	0.6651025304990886
hat	head	2.2192884959078145
fish	minnow	5.559050211305661
mom	nice	2.553518006784558
scared	courage	1.156806892306862
pen	build	-1.5253361001939238
pencil	make	0.38582586167740657
wheel	car	3.3177822554647363
gas	machine	0.4059822772948278
money	clean	0.6487507086981167
funny	happy	1.740267608191468
engine	oil	1.7661125333696819
hot	heat	2.7354760721699702
nice	crazy	2.7201321903842293
run	walk	1.5582969141119651
feet	talk	-2.5001422958014867
juice	drink	3.8106386638322913
fish	swim	3.9595675372979464
disgusting	sour	x
aunt	uncle	6.695834616250624
plant	flower	3.1543614734257157
loud	noise	4.878742952595953
hat	protect	0.8146706720789806
bicycle	car	2.18306353597347
cold	freezing	3.9764970059305713
man	woman	3.6721384626314437
see	hear	3.188851205824143
cow	calf	6.883795294339057
snakes	house	0.12907662100196435
great	good	0.8857414374464264
heavy	light	2.1221658494482747
bed	read	0.8531100400030799
car	fast	1.2901924115153658
lawyer	free	-0.3616172157401636
old	new	1.5956162151734747
fruit	apple	4.70934138260033
bird	tree	2.04738669772439
crazy	entertaining	2.7603164955795294
tail	human	-1.1672211285294871
apple	ripe	3.1458883053056153
tall	angry	x
hideous	ugly	x
insignificant	importance	1.707941246880302
table	sit	1.4267843955539397
car	fast	1.2901924115153658
fight	war	2.1935558652995755
cats	scratch	2.693234213007902
flashlight	see	1.84272792968476
terrible	easy	1.245602355138532
transportation	street	0.25990489145542434
sad	happy	4.287548139443847
sweet	mean	0.4268213625717633
cowardly	bravery	x
teacher	apple	0.008346736559382548
toe	foot	4.987165698861414
drill	tool	2.7982578577405177
ring	plain	0.6136139019784039
rock	play	-0.04913133051033927
necklace	dress	1.9261336080970541
water	pool	2.0839218728569904
smart	intelligent	4.161231732123906
beach	sunny	1.7308912112315258
ball	hit	2.9447431433016438
paper	thin	1.7420676587586534
ready	anxious	2.526793809640999
wings	airplane	2.7075209706366428
wheel	move	1.1840620648864724
pain	feeling	2.4710137021696696
strong	thin	0.08595020681166368
thirsty	food	-0.2758834453745115
bus	car	2.1026320163770045
compass	location	0.8956738475255975
feather	light	1.7967206971336072
nervous	young	0.08064807970700723
nice	power	-1.3236471742521807
bored	intrigued	3.5024830167693084
candle	table	2.405957909008024
boat	drive	0.37251261068936814
healthy	meat	0.894444160387138
chicken	beverage	1.0225529057568783
candy	good	0.7595383718121297
loud	intense	2.215153643093823
bath	shower	6.068185846644878
television	computer	0.9860211130269472
pool	depth	1.95928242857248
today	afternoon	-1.3045009326977035
joy	sadness	6.157612930655836
horse	carriage	4.563495321152813
absurd	hilarious	5.177887092140068
film	lengthy	0.7599487928011227
memory	prediction	2.2892167710887654
destroyed	ruined	2.113707670638598
inspire	insult	x
tacky	taste	2.721773032540586
meal	restaurant	3.4765553517410024
acquire	dispose	3.6836772033383647
theater	script	0.297216465086246
counselor	advice	2.556676626074416
alligator	angry	x
repeat	copy	0.6759954752210526
symphony	opera	3.99164969834058
search	rescue	5.572409061064343
ludicrous	absurd	5.439358657348005
unpopular	support	0.6421184871747383
dispense	collect	1.8887791752385563
book	character	1.0220004187273948
detective	accuse	1.8352288041956524
sorcerer	magical	4.417034750306239
original	unique	0.4617219791148708
herd	cows	6.799278093976888
culture	history	2.0656341293789477
wealthy	greedy	2.831336624760615
waterfall	rivers	2.2423403055473607
nose	scent	2.622342852345584
reward	motivational	2.7289230098249484
boat	lake	2.7673747145741827
bored	concentrate	x
sanity	sense	1.8026015857085376
disease	curable	5.326568555856914
ocean	iceberg	4.5188315375543135
denial	reaction	1.936210705604972
message	information	1.1542757609535614
telephone	hear	1.0827982607194957
incredible	mundane	x
tradition	culture	1.987574250433496
intelligent	thought	0.6877368479685124
experience	participate	0.2901257468672773
emergency	urgent	3.7862776614563054
meal	restaurant	3.4765553517410024
shield	sword	4.504936709691733
fit	strong	-0.056455476265985974
tasteful	classy	x
disagreement	dispute	2.1384969705040042
laws	enforce	2.8684049586396103
relay	race	1.5031851205382434
investigate	trust	0.8792578339525159
smug	satisfaction	x
parade	party	0.8514959499004224
pencil	paper	5.148620060839273
improving	hopeful	x
knowledge	wisdom	3.8480857726844615
newspaper	popular	0.2540583952525823
carelessness	accident	3.1581617996128712
scarf	jewelry	1.308067689893028
brief	lengthy	1.4358466130106944
unqualified	credentials	2.696613285754626
car	broken	1.6112670929178587
painting	sketch	2.0461249066288305
handle	shovel	2.4603936425918604
declaration	independence	5.87168473471294
sentimental	emotional	3.51819729421372
chemical	biology	1.8572771296824424
curtain	privacy	3.234785241754828
downtrodden	sadness	x
studio	paintbrush	x
celebrate	congratulate	3.240972866430838
enemy	adversarial	x
bank	fortune	0.4785655405680069
debt	fee	1.8285758698071484
teacher	study	0.5771492564492988
permanent	eternal	1.9641477732515735
speech	language	2.7045260044376485
octagon	shape	4.540242530328106
finite	limited	0.8477707660062671
justice	arbitrary	1.6028857012723194
idea	clarity	-0.2533322365246854
ridiculous	humorous	2.0074436398718825
worth	money	2.445140466941496
shield	attack	1.4967810720679546
fossil	artifact	3.3521478792623727
visible	obvious	1.3992452516261091
courage	bravery	4.985384742686472
whale	tails	2.366377153188006
modest	grace	-0.3549045402696953
warlord	soldier	1.5406568226363802
grandfather	deceased	0.7624147357077302
speech	meeting	1.7666638126721101
bank	vault	2.9763021483969667
overjoyed	happy	3.416457678213588
godmother	magical	3.7340642752078392
fable	story	3.0464681504080477
enjoy	satisfy	-0.0733114881896105
Halloween	candy	4.3050225317295885
renewed	authenticity	0.4488685443378233
thought	feeling	2.1932103527997233
demon	soul	3.1049484545446786
commercial	purchase	0.4247197739973417
philanthropist	amorous	x
controversial	evidence	0.9757931771936978
hierarchy	rulers	2.322918033267229
lazy	health	-1.7012362930564933
revolution	ideology	2.3800571998502216
meticulous	careful	4.177293246552344
emancipation	proclamation	3.5428001426326716
literacy	letters	-0.9736945915141662
unapologetic	remorse	x
territorialism	land	x
corporeal	imagined	x
emporium	purchase	x
laborious	toilsome	x
conflagration	disastrous	x
subpoena	summons	5.975043231845738
sinuous	straight	3.683566862358084
bigotry	friendship	2.1115394824273817
albatross	bird	4.488796918792387
eclectic	versatility	3.1232992953003413
predator	wolf	3.887499578569359
neurologist	think	x
priory	convent	4.603503670481205
opera	aria	5.171734405812005
stereotype	oversimplified	x
supplicant	lender	x
coupon	redemption	5.270544197009962
perpendicular	angled	3.986363879884668
clergyman	divinity	1.2900039289558003
stoic	emotion	4.027979717757197
entertaining	jovial	x
prodigy	learn	0.5671763226673534
lawyer	diplomatic	0.7079959818969581
disciple	leader	2.244211820921191
vernacular	dictionaries	x
seaman	battleship	3.836301901321527
doctor	hospitable	x
militaristic	aggressive	4.83212702283384
polytheistic	salvation	x
requisite	necessity	x
savage	classy	x
stanza	poem	6.122967491607146
malignant	cancerous	8.113031305569463
epitaph	deceased	3.8004005718126983
simile	comparison	4.603033177110738
sensitive	tactful	x
versatile	adapt	2.439333548676879
prudent	wisdom	2.724923539356632
purloin	steal	x
disparity	crimes	1.2080141477162916
pedestrian	sidewalk	5.318777303919228
illness	terminal	2.315125064327777
paradox	contradict	3.042240104955769
pretentious	modesty	x
adamant	opposed	0.29627977359430985
governor	pardon	4.009710979414581
animosity	unwarranted	x
inconspicuous	stealthy	x
parasite	assistant	x
typhoon	hurricane	3.786624148871209
rash	audacity	x
predecessor	origin	-0.5502966247451582
deterrent	dissuade	3.551383357687838
nation	expatriates	0.2953764403480657
building	ramshackle	1.4554863317002984
destitute	affluent	x
bloodthirsty	violent	3.5761211560946595
paleontologist	scientist	3.0761389280370777
inadvertent	presaged	x
impious	dedication	x
omen	destiny	2.298137115406314
politician	obtuse	x
laureate	preside	x
maze	labyrinthine	5.965377809161288
tangential	irrelevant	x
novel	obsolete	-0.4238419076085632
lethargy	energy	0.9091797501021508
haughty	humility	x
mortgage	debt	3.684029421291256
haiku	poetry	4.488775149873889
laceration	injury	3.2449127452344517
cream	lotion	6.160912910226733
ruse	illuminate	x
sacrosanct	sacred	3.9040056073857774
levity	flippancy	x
cliche	intrepid	x
opaque	translucent	6.9803175547815295
favor	currency	1.1542147310623003
alibi	defense	2.519377542202041
fool	sagacity	x
expletive	vulgar	5.6706685620228905
disinterested	ennui	x
agoraphobia	crowds	x
javelin	underhanded	x
cower	submit	5.205089588072254
tirade	government	-0.2641296245040954
lounge	vacation	1.786239564673143
archaeologist	hieroglyphics	x
laud	praise	4.86869637116145
quartet	compose	1.0422270800118316
venom	flavoring	x
priest	religious	2.082085534390549
sink	organize	x
tragedy	sad	2.851576127927784
uncle	aunt	6.006125956305086
sad	upset	2.483130159382973
truck	highway	2.3853557686136857
polite	power	-0.8020359926189208
motivation	dedication	3.2497679233419325
armor	body	1.5675766030774787
bacon	fruit	2.6255029991184906
fool	wisdom	3.683516788256612
blizzard	snow	5.335634217862209
teacher	ordinary	-1.0505910365319993
life	birth	1.4436795268323237
supermarket	office	2.416427069475075
sport	football	2.660458957345176
paper	rocks	-0.4853872686812462
tiger	lion	5.696666725891186
movie	persuade	0.4745307906780857
letter	alphabet	5.3302180187457076
picture	frame	1.9764316315378059
librarian	books	2.073279625514353
tall	honest	0.865006751557484
friendly	popular	0.13069568110867238
husband	rich	0.3667979349958415
ring	wrist	1.55169683730521
gasoline	fuel	4.8160489888226135
villain	evil	3.0916889556363483
invisible	sight	2.142648856731571
spy	friendly	0.4998026606256351
gas	cheap	1.343768529585491
cup	pour	2.6549484799478797
cereal	pancake	4.9727870836422445
ruler	speed	x
tail	human	-1.1672211285294871
steal	take	0.4853488843284223
pearl	clam	5.542693128545276
song	music	1.720778444999277
enslaved	freedom	2.9388508340468347
likely	incredible	-0.820304188286621
car	run	1.2212204892788607
cat	lazy	2.163558818684419
mountain	volcano	3.4600383046210523
butcher	meat	4.8524470514295786
judge	jury	4.961429228093446
pound	ounces	6.383818339231803
secret	hidden	3.734297522938448
employed	money	-0.9901080552629424
worship	admire	2.067303619237784
microphone	radio	2.1507704505054166
man	feelings	0.8793312247528611
nurse	smoke	x
chain	links	0.8053075651258804
phone	broken	0.5386774106570009
successful	rich	0.030690246759097362
polite	common	-0.01749087763498614
happiness	religion	0.6413226938290866
family	tradition	1.4712817557114168
selfish	friends	1.3204979283751228
program	computer	1.4135672227862837
dad	business	1.0584069906570337
parade	walk	1.941734695735521
computer	fire	-1.107957193085481
funny	important	-0.38801881466537663
laughter	jokes	4.3330958537525985
car	safe	0.2427609127147987
strong	forceful	2.652714592290271
salad	cake	4.422595730210193
fruit	apple	4.70934138260033
party	house	0.7892019695141416
school	strict	0.79039905479391
unemployed	hope	-0.8863293868326185
roof	house	2.20561184847686
friend	enemy	1.3307058717447269
artist	studio	2.6649815236958845
uncomfortable	painful	4.8519096849469125
animal	bear	1.910431881321401
truck	transport	2.297796659805369
gullible	truth	2.3213271436198712
animated	happy	-1.873080053022525
mother	children	1.7376131201307146
pretty	sour	x
school	classroom	2.5888580068509013
literature	fancy	0.23905120623980225
buckle	belt	5.787234313368046
exercise	sweat	2.3260978874205027
chef	vegetables	1.2641840986829962
rain	snow	5.7977317889242235
worker	employment	2.21855114207822
distant	far	1.4827532834220858
