praise	enjoy	-5.7937696755193855
blade	knife	0.3658043306755885
prisoner	freedom	-2.6491105743937067
preacher	cook	-3.0634288022041503
gun	bullets	-0.8984082414297883
necklace	silver	-1.1605016253943101
beautiful	ugly	-0.8175040253561416
obvious	mysterious	-4.653959066276519
language	book	-2.9940107444731003
unity	division	-2.358861691926619
silly	thought	-2.9059189097254783
jet	airplane	-2.0380388432816336
queen	fortress	-3.652029980923535
bomb	destroy	-0.6449702777753802
nomad	home	-2.8196026315920184
new	strange	-4.304596306147667
carelessness	mistakes	-0.05463284213190246
tree	free	-4.058031611483348
overweight	skinny	-0.7208427860708521
father	brother	-0.5397589884419461
march	belief	-5.562380745047723
baseball	basketball	1.2340621988997271
bracelet	stylish	x
disabled	worth	-5.4489267948836195
moral	story	-1.2577970784102317
wrench	tool	0.8352973956110458
librarian	bookstore	-2.014167432357289
strange	weird	-0.42217538521528003
soup	drink	-2.146247270880288
heart	love	-1.498923724056386
neutral	prejudice	x
unwanted	discarded	-0.8815437632776367
fire	heat	-2.1231882406545592
easy	simple	-1.7854993399526753
beach	shore	-0.9346062002433452
sunset	early	-2.8784889708714454
head	face	-1.934536964463376
spill	run	-3.3168011197172236
dentist	teeth	-0.052672994383874135
trust	pleasure	-3.914563349907784
novice	experience	-1.2655413342846624
wonderful	good	-1.6184346018632607
frog	tadpole	-0.00943609232162405
politician	destroy	-5.691435274959511
piercing	sharp	-1.8004271980439426
pretzel	salty	x
spider	insect	0.08763220737510716
pleasant	enjoyable	-1.2659735298182495
coffee	cafe	-1.0970020083606422
music	invention	-4.757862771354313
arrogant	money	-2.7942912025592452
song	note	-3.915893711811118
foreground	landscape	-1.389032687027503
criminal	deviate	x
nauseating	medicine	x
fervid	dispassionate	x
president	tyrannical	x
ephemeral	fleeting	-0.6026169437791858
philander	donate	x
gun	bolster	x
anomalous	irregularity	x
bird	fledgling	-3.8764640262658703
innocuous	dangerous	-1.939785173687012
halo	messiah	x
peasant	serf	0.7053748278927487
scapegoat	blameworthy	x
pavilion	promenade	-1.9543236793997567
envy	sin	-1.63317037340833
alabaster	white	-1.4483429700471475
grandeur	admire	x
senator	dissentious	x
disparate	distinct	-1.6284662461657025
wheelchair	paraplegic	-0.5429485501591113
impenetrable	defense	-0.7334199311780877
subliminal	secret	x
brutalize	bully	x
filthy	lucre	x
sunscreen	radiation	0.12013876820987555
record	tarnished	-4.477345075219475
tangible	corporeal	x
alcoholic	tavern	x
turncoat	clothing	x
preventable	foreseeable	x
television	screen	-2.3551741637382366
bomb	detonated	1.6093963477393636
prodigal	sons	x
talent	prodigy	-4.712980079608124
jewelry	ostentatious	x
hypothesize	prove	x
pleasing	breathtaking	-2.6491234104318875
crochet	knitting	3.2382631092502896
priest	synagogue	-4.399430778867024
cheese	grate	x
bleach	white	-0.776220154762553
raindrop	torrent	x
aquatic	water	-0.4371657655203812
magnanimous	generous	1.2668129335623364
Satanism	prophet	x
dire	pressing	-1.8157586306355091
ignorant	belief	-2.453412591586492
denouement	plot	-0.5452500510282063
antique	appraisal	x
canoe	rapid	-4.654318923081001
piano	Italian	-3.8325247678162215
unintelligible	illegible	x
hardwood	floor	0.14370864625203306
importance	instrumental	-4.4585831875610324
insulate	warm	-1.172066728862352
implicate	involve	x
maligned	beneficent	x
anomaly	explicable	x
admirable	hero	-2.9473189610834045
lemonade	glass	-0.7412332027079711
unadorned	austere	x
teetotaler	imbibe	x
nightmare	dream	0.10688904837266408
allegory	recant	x
spineless	timorous	x
reluctance	hesitation	-3.5315323122719864
fundamentalist	religion	-1.6548925795907894
anarchism	government	-2.2189514583184304
happy	felicitous	-3.163763083331166
dismay	embolden	x
mend	replaceable	x
child	incorrigible	-5.113964931471148
obesity	fat	-0.4287243497425936
revenge	vindictive	x
audacious	bold	-0.9531343231370772
oratorio	rhetoric	x
dry	desiccated	-2.41736425362668
literary	synopsis	x
excite	pique	x
chef	food	-0.3874943618302574
tiger	jungle	-0.9808445032384528
sweet	rich	-1.6846618464792464
sweet	flavor	-0.053616111602413634
bed	sit	-2.680606004242156
bottle	break	-2.3984851275986965
radio	sound	-2.6982496439628028
long	tall	-2.4195965275250306
angry	emotion	-3.8198436182620497
upset	late	-3.2876441519005764
strange	weird	-0.42217538521528003
brave	valiant	0.4143889906933896
bracelet	diamond	-1.1240201338173796
weak	fun	-5.6717904681257405
glove	wrist	-1.0386816334272848
bear	cub	-1.0864693726134682
table	wooden	-3.3770836175078385
tall	intelligence	-6.044658708526724
table	eat	-2.6309003952083008
vehicle	transport	-1.802181323808712
dog	cat	0.7150065720974942
key	car	-3.662980146800072
time	fast	-3.762591198912781
tiny	small	-1.3689567077182525
farmer	talk	-5.7071934307864245
old	age	-3.008283100803577
hard	boring	-4.651977995699175
eat	talk	-2.1506005419050043
ears	hear	-0.2278807189790764
tennis	school	-2.6064169074334957
tree	run	-4.424756174782184
fun	good	-1.7510667308326255
tulip	flower	0.9685156175645356
leg	chair	-2.2876644884874877
perfect	error	-2.8327634385964497
pencil	write	-1.1126283080650403
conductor	train	-1.1874986935732446
right	wrong	-0.2403601408256163
kid	child	-2.202315641497565
buy	sell	0.8856886865138589
cucumber	onion	2.05867191801904
birds	nest	-0.3441619384566482
new	expensive	-4.0006512282099065
smooth	straight	-1.7918975573417195
bag	open	-2.4412885564201363
bed	comfortable	-3.1968400615873507
mechanic	repair	-0.6454767397057721
fake	phony	-0.6430024859221677
flute	instrument	0.0421080429331666
hat	suit	-1.2163764399789574
cold	cool	-1.0231149212841568
nose	bird	-4.909244619512349
teacher	good	-3.414071048054962
smart	tired	x
funny	clever	0.4138934702254
heavy	power	-2.8310470194192816
eraser	write	x
ring	expensive	-4.876729717235169
rice	hunger	-3.316327457605821
hands	run	-3.8094423270186297
phone	touch	-1.9984013145894648
thick	thin	0.3242256517078633
water	food	-1.5670699200946816
crazy	funny	-0.5720876189838789
excited	boring	-4.332685389313485
hard	difficulty	-3.6011397208791083
dentist	teeth	-0.052672994383874135
hat	suit	-1.2163764399789574
cup	drink	-1.2904765527549054
king	smart	x
broom	sweep	1.324878959015178
toilet	kitchen	-0.2291310884667878
window	glass	-0.3197948768334131
delicious	tasty	0.01901191706705899
steak	good	-3.3043492837059416
sweater	knit	0.7316187300982059
cake	delicious	-4.099153394176333
sweet	strong	-2.4529481912427604
feet	toes	0.2641027464518545
pencil	study	-4.386199676066069
air	water	-0.6831370071067495
easy	difficult	-1.4480522894024577
strong	confidence	-3.970174488083325
peach	fruit	0.4774174311096883
ruler	time	-1.7412260156557198
computer	expensive	-3.589850612279721
unhappy	sad	-1.2876396175469798
old	health	-3.9521858624037285
talented	skilled	-1.3611654758725191
wheel	bicycle	-1.4069149274790238
knife	cut	-0.04551410906081328
cold	warmth	-1.9064267656416671
glass	window	-0.0004569073157121134
science	boring	-5.364588153526707
sweet	tasty	-0.3346422746554512
spoon	drink	-2.4731980347775617
chair	table	-1.025977483712046
ruler	length	-2.5929035193194934
Wednesday	night	-1.4119265049544882
math	fun	-3.9726354830094217
palace	hut	-3.7315530029843726
plain	ordinary	-1.850103947635212
rainforest	lush	-2.379681194556681
sin	blessing	-2.459074743836813
restored	renewed	-2.5548569286891003
fabricate	lie	-2.2422256823466693
apathetic	knowledge	x
party	politician	-4.037323288957071
instruct	educate	-1.7838079124421156
windshield	car	0.29898601390690194
fortune	money	-1.7973963978706406
hero	fictional	-2.7860416988188725
scrutinize	ignore	x
stamp	currency	-1.5742683210090058
inference	consequences	-2.6235689914219105
autocratic	democratic	0.44708924553815615
inspirational	reality	-4.690805493068074
define	prove	-3.9033293282363086
summit	mountain	0.7168939713471097
grandmother	age	-2.1855989303061216
mystery	obvious	x
noteworthy	important	-3.2312549287389984
vine	oranges	-2.6673357559912927
opera	song	-2.412393849096
superficial	genuine	-2.22769372725297
judge	laws	-3.1829056314675497
spice	flavor	0.4343099807435726
purse	expensive	-3.852014258403056
bus	stop	-0.5761842600007328
excited	cheer	-4.379339244993684
safety	peril	-3.797574791089634
whip	evil	-4.860716568922542
archive	album	-3.9098641472707114
currency	credit	-0.9150718491394564
joke	importance	-5.189281096714203
funeral	eliminate	x
unkind	hurtful	x
bronze	metal	-2.089623566314633
unhealthy	control	-1.7270186929221651
enjoy	entertain	-5.180586232594411
island	lonesome	x
movie	film	-0.7634188881249712
seatbelt	plane	x
depressed	angry	-0.15758767303033236
flimsy	sturdy	-0.08179083784933994
problem	solution	-0.5763476901364497
boots	sprint	x
beverage	drink	-0.009622690434734269
rest	relax	-3.540620925233326
rational	proof	-2.389164759177691
meal	dessert	-0.2621490969998945
wallet	cash	-0.0809794648940938
upsetting	exciting	x
music	art	-1.3258966832275296
sermon	religious	-1.6846148794502107
vaccination	disease	0.3803157852240843
human	monster	-2.933154654447771
dramatic	tragic	-1.4847643918646076
terrified	logic	x
cold	contagious	-5.664911969279323
fight	argument	-4.436964522090072
friend	companion	-0.7463944236649025
license	traffic	-3.366385095765361
punctual	late	-2.118179650496397
letter	symbol	-1.9563793626231576
toilet	waste	-0.8620830697238178
contemporary	modernity	-4.245282883297352
church	pew	-1.7990053172906295
denounce	embrace	x
career	fulfilling	-4.5838651256480745
reservation	table	-2.956484581509213
hut	dwelling	-0.7781709276345884
clothespin	hang	0.5390547178267738
classy	mannered	x
shrug	uncertainty	x
spacecraft	rocket	-0.03957795301763476
moral	judgmental	-2.059816513835792
radiation	toxic	-2.0998663880306863
suitcase	wheels	-1.101066250755527
impeccable	clean	-2.5830588693556193
glitter	shine	0.3881660697874165
perfume	scent	0.6531556764525929
clock	watch	-0.8504647585134166
horrible	monstrous	-1.6954182325032443
truth	knowledge	-1.4305421944577952
human	lungs	-4.516394598949917
powerful	ability	-2.1848817173652715
lighthouse	lamp	-0.9631248000600674
microphone	loud	-2.3487306632364984
hood	jacket	-2.544220562273879
keyboard	television	-5.400744512907269
incomprehensible	illegible	x
miser	stingy	x
newspaper	magazine	0.14473463322795327
conquer	liberate	-2.0225483008333787
summer	school	-1.9086187584469063
understandable	recognition	x
dictatorship	government	-1.129548940012277
doctor	stethoscope	-1.3570668995479855
veil	conceal	-1.1624418732196178
judge	deciduous	x
conventional	novelty	-5.968004800927048
congregation	churches	-1.7188878924881583
pathetic	dignity	x
examination	knowledge	-1.8831101190632167
quarrelsome	agreeable	x
pain	agony	-0.6867920831519958
botany	animals	-2.9033123927142497
secular	belief	-2.736055392310484
jeopardy	security	x
aromatic	unscented	x
message	inform	-2.8395363224831147
heinous	awful	x
bard	talkative	x
profiteer	mercenary	x
separable	divisible	0.1199659267657767
jubilation	anniversary	x
whelp	dragon	1.825615410382533
irreproachable	flaws	x
battleship	armada	x
quarantine	isolate	-1.2668708822086596
reflection	inversion	-1.7109704195892774
lament	testimony	x
rivalry	amicable	-2.1085769207509357
procedure	method	-1.47070756565503
crime	wrongdoing	-2.7814588683000765
resilient	persistent	-0.4258178830424419
principal	tutelage	-5.392675014841188
innuendo	interpretation	x
persnickety	picky	x
patron	support	-2.9971411952097378
degenerate	racist	x
mortgage	insurance	0.1446601037140236
harem	concubines	1.7546394321712742
compliment	friendship	x
misanthrope	antagonistic	x
mendacious	untrue	x
obstinate	acceptance	x
quixotic	chivalry	x
spinster	unmarried	-0.05079050101336827
newspaper	perspective	-4.635338287023345
knowledgeable	informative	x
slur	pejorative	-0.3414247637188533
formula	milk	-1.7770366775595663
pitiless	callous	1.3997350584876491
maternal	coddle	x
capricious	impulse	x
diverge	distract	x
almanac	books	-2.431070830382608
tabernacle	sanctuary	0.27924896204785826
virtuoso	skilled	-2.381239775433348
mallet	strike	0.0009223812539925699
abject	poverty	-0.1087655097549276
edible	delicious	-0.6808096054470417
death	execution	-2.4772715915853323
acceleration	quick	-2.6215313254300296
didactic	instructive	0.03219404438441907
school	seminary	-2.573938516410369
reprimand	insult	0.34302734928757705
incorrigible	punishment	-0.5221117087369803
reputation	notoriety	-3.2003272211579548
tonic	dissolve	x
sin	evil	-0.3388697946778109
magnate	magnanimous	x
analogous	comparable	-3.1697407371574897
amiable	indifferent	x
dissertation	degree	-1.0057416660190241
apathetic	depressed	0.13422037060073155
perpetual	cessation	x
analgesic	painkiller	1.4950334750161758
beetle	venomous	x
lampoon	mock	x
satellite	worldly	x
reviled	despised	x
legendary	unbelievable	-4.8508024895392765
treason	state	-1.5339420865629965
bourgeois	wealth	-2.027328551589729
honor	prestige	-2.0575276414836687
handshake	discrimination	x
nuance	pattern	x
philanthropist	charity	-1.1265730087483277
precedent	preside	x
lethargic	slovenly	x
impartiality	bias	-1.4433511388654876
transgression	acceptable	x
tenacious	faltering	x
pictograph	symbol	-0.4017121708835388
footnote	connotation	x
physician	medicine	-0.4290035782997373
metaphor	literal	-2.2257895120600857
obtuse	intensity	x
homophobia	discrimination	0.8779104294274517
braggart	boastful	x
besmirch	slander	x
page	tome	-3.630707798220405
multitude	feast	x
sojourner	destiny	x
meditate	snooze	x
eulogy	kill	x
astrology	religion	-0.9323130661723216
dog	energetic	-3.926170372717916
freezer	cook	x
drama	romantic	-2.126958475151624
doctor	nurse	0.08502965308183386
enraged	angry	-2.040346472979776
helicopter	cloud	-4.030412435753634
homeless	shelter	-0.02325679998029949
food	hunger	-1.9504310671317755
grass	house	-3.4970897514222057
lettuce	sauce	1.0579705728724456
mother	children	-1.1595728626600237
tornado	clouds	-2.388623277977407
nun	silent	-2.862093798267322
coffee	tea	1.519494822089265
mop	broom	1.25658118753722
helicopter	aircraft	-0.563263385486954
metal	trees	-4.107330447107237
car	truck	-0.8085028922645698
book	communicate	-5.692070342838446
tiger	animal	-1.0391826306666792
day	night	-0.09780644533358523
teacher	knowledge	-2.8565867566106777
polite	rude	-0.4440077164699753
angry	upset	-0.27014919019538225
baby	wise	-3.8476655928770183
belt	train	-4.835617591403632
fate	science	-4.961866110357075
law	perfect	-4.559737600386149
written	rhyme	-2.6742224321701578
student	intelligent	-4.636370492809234
glass	fragile	-3.21540635183556
dog	party	-3.805683309673695
dirt	ingredient	x
calendar	date	-0.5182571859550104
player	game	-1.0437498428161238
travel	fly	-3.788062657045221
wish	dream	-3.660063080685016
page	book	-0.5077484954486642
successful	money	-3.5928600028438886
critical	important	-3.115886441063596
vacuum	clean	-2.3325666650661154
trick	magic	-1.5031932828282015
saint	nun	-1.5306422362166818
kitchen	food	-0.7769730633175497
employee	company	-0.4225926917447131
meter	miles	-3.8732733917809155
guilty	wrong	-3.6944256166872727
active	technology	-3.0166653766021048
watch	observe	-3.2037017925367564
pot	pan	-0.11923759299102472
doctor	patience	-4.640518124403744
telescope	magnify	-1.138067953030436
guitar	drums	1.412776339432631
boat	electric	-3.5674770555678244
happy	glad	-1.8769538405103772
unkind	happy	x
justice	jail	-3.3550984722539328
culture	feeling	-4.0278469353192765
doubtful	conviction	x
fact	idea	-2.9086707040144506
guide	expedition	-1.566152015225282
storm	rain	-0.6963394073034899
postman	job	-1.1205442966271038
little	small	-2.710272096804691
ignorance	knowledge	-0.30734188696741865
suit	formal	-2.7638099870571424
large	huge	-3.3360548760700186
yacht	boat	0.009543351019803558
jacket	suit	-1.223981218329896
concert	music	-0.8390514722812171
jacket	leather	-0.3884526325411376
certain	doubt	-3.575377942324828
chair	table	-1.025977483712046
want	need	-2.069084810696529
cashier	hotel	-3.723201425094784
famished	hungry	x
lollipop	candy	1.1522075219525807
flag	wave	-2.982185723355593
challenged	rivals	-2.998837967444
destructive	creative	-2.073318222340156
tire	wheels	-0.6735917544553495
great	good	-2.3196962781482293
stem	flower	-0.5866768732034937
night	dark	-2.3404771961135458
motorcycle	wheel	-1.7279957021774666
play	cry	-5.439488209377787
doctor	children	-3.038777846046686
joy	emotion	-1.9910527071883168
expert	humility	x
temporary	eternal	-3.2283850613823684
girl	human	-3.795355296519941
judge	uphold	-2.8858432142278487
fancy	elegant	-1.920539956586464
cloud	gray	-3.629697359579213
fortune	money	-1.7973963978706406
spicy	powerful	x
clothing	laundromat	-4.671353264948391
hammer	tool	-1.2494187276790791
bitter	remorse	x
flag	pole	-1.5950823237661875
benefactor	fortune	-2.0892177532911917
nunnery	convert	x
bloodthirsty	anemia	x
loquacious	talkative	x
daredevil	audacious	x
malleable	unchanging	x
waver	falter	x
catalyst	precipitate	-2.228767556027724
homogenous	similarity	-1.804472149772916
bankruptcy	indebted	-3.7087985076771375
floundering	struggling	x
vinaigrette	salad	3.341211978465036
sarcophagus	funeral	-1.0203644245117804
forgery	valuable	x
surplus	squander	x
electricity	outlet	-3.2460614124645724
buoyancy	light	-4.176470478679606
duplicity	increase	x
fluctuation	irregular	-1.1812387174908665
botanical	flowery	x
couch	lethargy	x
lacteal	milk	x
reticent	talkative	x
legalize	filibuster	x
questionable	interrogation	x
chauffeur	travel	-2.52973364833411
saint	benevolent	-4.598529687553597
dubious	suspicious	-3.6032217556007455
drug	stimulant	-0.6678127643587417
bigamist	wives	0.8827719590883644
altruistic	egoistic	1.6959345004046007
roof	edifice	-3.745196183894285
scientist	discovered	-1.1469326533767163
acrobatic	flexibility	-2.9148063557985657
victim	assailant	-1.3965997349496413
socialism	destructive	x
desiccate	dehydrate	x
offensive	stereotypical	-3.0251176042649583
incredulity	faith	-0.5847461600367772
ambulance	paramedic	1.062336938705622
newspaper	edit	-4.1532020481785095
faith	blind	-3.4004272119767256
accordion	polka	-0.781637616525775
political	democracy	-1.7819875281316817
mellifluous	smooth	0.2367562721810258
blitheness	funeral	x
bleak	desolate	1.2125045406451758
feminine	hormones	-2.9617214562202827
album	photograph	-3.1603549239062194
negotiation	bazaar	x
businessman	perspicacious	x
tree	arboreal	-2.3263609607718307
plausible	impossible	-2.3142178414566033
cooperative	rival	-4.096001810229305
worth	priceless	-3.258960423851851
reject	commonplace	x
horrify	concern	x
experienced	inchoate	x
mosaic	ruined	-4.502199640345874
generous	pedant	x
television	screen	-2.3551741637382366
conscious	asleep	-4.797626966066119
sycophant	dominate	x
stocking	skirt	x
pedant	walk	x
frightened	petrified	-2.110434643012638
rebuttal	debate	-2.488195484927656
ballerina	nutrition	x
vegetarianism	food	-1.2606481614579872
improbable	impossible	0.4396781930937911
defend	barricade	-3.448525626024864
sell	profitable	-2.719669128585584
skewer	poignant	x
anemia	iron	0.37022444935083537
retract	revocable	x
loquacious	babbling	x
denizen	denomination	x
dismal	lugubrious	x
parsimonious	spendthrift	x
search	discover	-2.0639845124733824
machine	snow	-4.074192492774359
chair	table	-1.025977483712046
obsessed	interested	-3.477091386451679
fast	time	-1.8163356127702257
bag	buy	-3.919679736327194
book	read	-1.3607853992417824
tree	forest	-1.157242884741697
small	loud	-3.714528104031487
hot	ice	-2.4400820029010237
wise	smart	-2.479299843505089
hot	warm	-0.9781445597759248
new	old	-1.7255663178189071
sock	hand	-1.2766649653480628
strong	hard	-2.9405636791483216
hat	head	-0.9763445740792032
fish	minnow	-0.8534725804554347
mom	nice	-2.3246736669325743
scared	courage	-3.415374715732118
pen	build	-5.04199493732109
pencil	make	-2.4686916008371425
wheel	car	-0.03416765162105458
gas	machine	-3.3450367366855818
money	clean	-3.5042554312031045
funny	happy	-2.5470494166402013
engine	oil	-1.7810715050505654
hot	heat	-1.0950755085011037
nice	crazy	-2.3009142064913
run	walk	-2.5289211767126734
feet	talk	-6.4836102914189455
juice	drink	-0.3594087322033221
fish	swim	-0.7461496483820035
disgusting	sour	x
aunt	uncle	2.476749851776386
plant	flower	-1.237959052719158
loud	noise	0.6588726650848868
hat	protect	-2.8702637565805147
bicycle	car	-1.1688863711123207
cold	freezing	-0.850296059494559
man	woman	0.1590334449365817
see	hear	-0.9826937317873352
cow	calf	1.5490161420047734
snakes	house	-2.9675458533375965
great	good	-2.3196962781482293
heavy	light	-1.136282382827865
bed	read	-2.8514768352348407
car	fast	-2.625116808792858
lawyer	free	-3.611952401648455
old	new	-0.8359822113793287
fruit	apple	-0.10822265265059806
bird	tree	-1.7246931667171264
crazy	entertaining	-2.0128997658854293
tail	human	-4.310320023610431
apple	ripe	-2.1633175896833383
tall	angry	x
hideous	ugly	x
insignificant	importance	-2.1785627351263805
table	sit	-2.9378513941034226
car	fast	-2.625116808792858
fight	war	-0.8946530313990257
cats	scratch	-2.228748236620198
flashlight	see	-1.2050441602454829
terrible	easy	-2.7598910127725795
transportation	street	-3.470183331634125
sad	happy	0.00023111461217726343
sweet	mean	-3.5457162794655828
cowardly	bravery	x
teacher	apple	-4.809217298691546
toe	foot	1.0603618564430428
drill	tool	-1.373723507935482
ring	plain	-3.72160967019972
rock	play	-3.0140499943568906
necklace	dress	-2.3162502712456585
water	pool	-1.9800143068269342
smart	intelligent	-0.33045827210925643
beach	sunny	-3.376074551913088
ball	hit	-0.4873293216871747
paper	thin	-2.432823809641566
ready	anxious	-2.7497409540300786
wings	airplane	-2.077213941420885
wheel	move	-2.2052568738851024
pain	feeling	-1.7332776580536189
strong	thin	-4.088941261588555
thirsty	food	-3.597443858267268
bus	car	-1.2493178907087858
compass	location	-2.6198461214927984
feather	light	-1.4617275351425332
nervous	young	-3.0826073874178332
nice	power	-4.293479525268752
bored	intrigued	-2.2015425232753403
candle	table	-1.4316282503761173
boat	drive	-3.3702040640873894
healthy	meat	-3.274240064190964
chicken	beverage	-3.8627209405096883
candy	good	-2.445899343782526
loud	intense	-2.017443108194694
bath	shower	1.060728663703261
television	computer	-2.5231810949593947
pool	depth	-2.1414229361053194
today	afternoon	-5.765039075756564
joy	sadness	0.994379718601514
horse	carriage	-0.08696633336329003
absurd	hilarious	-0.3481278112324098
film	lengthy	-3.9600726510888933
memory	prediction	-2.680527284783964
destroyed	ruined	-2.6287781254121803
inspire	insult	x
tacky	taste	-1.6355327850602694
meal	restaurant	-0.5293559783842493
acquire	dispose	-1.569177430387472
theater	script	-3.7799458869418343
counselor	advice	-1.605885439967616
alligator	angry	x
repeat	copy	-3.538141745006386
symphony	opera	0.11152340014043216
search	rescue	1.6088274881374671
ludicrous	absurd	0.2195399185879557
unpopular	support	-2.3360754827936083
dispense	collect	-2.315508434882541
book	character	-2.226675764368544
detective	accuse	-3.6506747023868917
sorcerer	magical	-0.09674171424090276
original	unique	-3.1937182078079154
herd	cows	1.8076071643683789
culture	history	-0.7989770412753332
wealthy	greedy	-2.629786779640156
waterfall	rivers	-1.9636482343618955
nose	scent	-2.6056661296578563
reward	motivational	-2.665388386101027
boat	lake	-1.0548396530409774
bored	concentrate	x
sanity	sense	-1.9438448081090656
disease	curable	-1.3482036210100206
ocean	iceberg	-1.2496591865722737
denial	reaction	-2.120657059868944
message	information	-2.001257371916556
telephone	hear	-3.088746676891984
incredible	mundane	x
tradition	culture	-1.3516974795869423
intelligent	thought	-2.804267287738725
experience	participate	-3.6217210058621614
emergency	urgent	-1.288043496216376
meal	restaurant	-0.5293559783842493
shield	sword	0.148776463525837
fit	strong	-3.4439710935842385
tasteful	classy	x
disagreement	dispute	-2.162017565855846
laws	enforce	-1.785252275565162
relay	race	-1.8832643005186442
investigate	trust	-3.3497231917472186
smug	satisfaction	x
parade	party	-2.416931593647369
pencil	paper	1.4513616290169982
improving	hopeful	x
knowledge	wisdom	-0.7487029150011526
newspaper	popular	-2.9111829771598448
carelessness	accident	-0.8320968140528993
scarf	jewelry	-3.410258755240734
brief	lengthy	-3.2841748308793233
unqualified	credentials	-2.492599319292808
car	broken	-2.2516118828249407
painting	sketch	-2.7520333860950665
handle	shovel	-3.1643374126224795
declaration	independence	2.0474286986005907
sentimental	emotional	-0.6697851969260774
chemical	biology	-2.5118824125988737
curtain	privacy	-1.303170397206123
downtrodden	sadness	x
studio	paintbrush	x
celebrate	congratulate	-2.5794165221705025
enemy	adversarial	x
bank	fortune	-3.94846456919926
debt	fee	-2.5185959201905868
teacher	study	-2.7930654062474325
permanent	eternal	-2.846914959842727
speech	language	-0.4831226559414039
octagon	shape	0.7495354199010039
finite	limited	-2.601122270402253
justice	arbitrary	-3.123822375800442
idea	clarity	-5.291625158565738
ridiculous	humorous	-2.6798518038806995
worth	money	-0.8633591691412348
shield	attack	-1.8756841770637005
fossil	artifact	-1.7868998452785445
visible	obvious	-3.0759617671326525
courage	bravery	0.35403525065921104
whale	tails	-2.3933517308983543
modest	grace	-5.019009849143694
warlord	soldier	-2.7356238001455893
grandfather	deceased	-3.747586199138395
speech	meeting	-1.923992146096851
bank	vault	-1.8189081642955716
overjoyed	happy	-0.8708593466180813
godmother	magical	-0.7797121893393014
fable	story	-0.2713828080133133
enjoy	satisfy	-4.733160591284618
Halloween	candy	-0.688237486035797
renewed	authenticity	-4.444695427008171
thought	feeling	-2.0110810074235657
demon	soul	-0.9774480106737732
commercial	purchase	-3.4674144266816587
philanthropist	amorous	x
controversial	evidence	-2.646655934820417
hierarchy	rulers	-2.2272993167149697
lazy	health	-4.9711403239173135
revolution	ideology	-2.2706571528653843
meticulous	careful	-0.5725837686772437
emancipation	proclamation	-1.6784441016013234
literacy	letters	-4.7889611918470285
unapologetic	remorse	x
territorialism	land	x
corporeal	imagined	x
emporium	purchase	x
laborious	toilsome	x
conflagration	disastrous	x
subpoena	summons	0.6064542521388995
sinuous	straight	-0.22198449737831785
bigotry	friendship	-2.1932115781770682
albatross	bird	0.3765230042473872
eclectic	versatility	-2.224807563850783
predator	wolf	-1.011268268858874
neurologist	think	x
priory	convent	-0.3102160911152478
opera	aria	-0.4778088397620791
stereotype	oversimplified	x
supplicant	lender	x
coupon	redemption	0.16508153685299254
perpendicular	angled	-1.4365734437796358
clergyman	divinity	-3.8929139749059516
stoic	emotion	-0.6259170886131392
entertaining	jovial	x
prodigy	learn	-3.309060781190672
lawyer	diplomatic	-3.691802170809544
disciple	leader	-1.3324402422907071
vernacular	dictionaries	x
seaman	battleship	-1.1288523385586386
doctor	hospitable	x
militaristic	aggressive	0.4211752243155702
polytheistic	salvation	x
requisite	necessity	x
savage	classy	x
stanza	poem	1.9486026050330416
malignant	cancerous	2.2660071894813827
epitaph	deceased	-0.7096003630334277
simile	comparison	0.3252083873586697
sensitive	tactful	x
versatile	adapt	-2.220696528958665
prudent	wisdom	-1.8718651483289808
purloin	steal	x
disparity	crimes	-2.9853357140206924
pedestrian	sidewalk	-0.07557461491436801
illness	terminal	-1.906938219358347
paradox	contradict	-2.529208459859153
pretentious	modesty	x
adamant	opposed	-3.5175997831396915
governor	pardon	-1.1443263153195449
animosity	unwarranted	x
inconspicuous	stealthy	x
parasite	assistant	x
typhoon	hurricane	-0.7687143931625634
rash	audacity	x
predecessor	origin	-4.3535201251446765
deterrent	dissuade	-2.272495547965919
nation	expatriates	-5.237305936279828
building	ramshackle	-4.976475438732582
destitute	affluent	x
bloodthirsty	violent	-0.5617926079255339
paleontologist	scientist	-1.4252785932241208
inadvertent	presaged	x
impious	dedication	x
omen	destiny	-2.6740431470355936
politician	obtuse	x
laureate	preside	x
maze	labyrinthine	-0.4801973676216988
tangential	irrelevant	x
novel	obsolete	-5.216007273069173
lethargy	energy	-2.4807228127659395
haughty	humility	x
mortgage	debt	-0.4829228110488472
haiku	poetry	0.7481644749941325
laceration	injury	-0.4349723105738542
cream	lotion	-0.09560585540579562
ruse	illuminate	x
sacrosanct	sacred	-0.4782014610899187
levity	flippancy	x
cliche	intrepid	x
opaque	translucent	1.7072160290228349
favor	currency	-3.2182200531905663
alibi	defense	-1.2713105460688379
fool	sagacity	x
expletive	vulgar	0.28360629342037985
disinterested	ennui	x
agoraphobia	crowds	x
javelin	underhanded	x
cower	submit	0.5697437473579039
tirade	government	-3.1527870519585486
lounge	vacation	-3.024863555939417
archaeologist	hieroglyphics	x
laud	praise	0.4686774999738994
quartet	compose	-3.900901755128205
venom	flavoring	x
priest	religious	-1.3149723747666004
sink	organize	x
tragedy	sad	-2.069430453655241
uncle	aunt	1.2075862480929742
sad	upset	-2.088740034780044
truck	highway	-1.6541795565945674
polite	power	-3.7718683436354903
